26,654,{71.0}
54,1412,"{153.0, 70.0}"
136,1333,{153.0}
25,706,{70.0}
53,1479,"{153.0, 71.0}"
new component
42,2106,{107.0}
133,2476,"{107.0, 7.0}"
18,706,{7.0}
new component
79,3177,{90.0}
90,2676,{84.0}
10,1510,{29.0}
94,3205,"{84.0, 29.0}"
87,2381,{74.0}
93,3922,"{64.0, 90.0, 84.0}"
92,3580,"{64.0, 74.0, 84.0}"
new component
