15,23443,{23.0}
7,27937,"{53.0, 23.0}"
18,23443,"{83.0, 5.0}"
30,6441,{83.0}
19,27937,"{83.0, 23.0}"
5,18385,{53.0}
6,19458,"{53.0, 5.0}"
new component
