19,27937,"{93.0, 22.0}"
6,19458,"{50.0, 5.0}"
30,6441,{93.0}
5,18385,{50.0}
7,27937,"{50.0, 22.0}"
15,23443,{22.0}
18,23443,"{93.0, 5.0}"
new component
