140,2781,"{16.0, 63.0, 15.0}"
134,2664,{15.0}
89,6190,"{65.0, 67.0, 4.0, 5.0, 6.0, 15.0}"
131,3072,"{67.0, 5.0, 6.0}"
88,6769,"{65.0, 67.0, 4.0, 5.0, 6.0, 15.0, 16.0}"
139,1530,{63.0}
127,2868,"{4.0, 5.0, 6.0}"
new component
19,27937,"{20.0, 77.0}"
6,19458,"{3.0, 53.0}"
30,6441,{77.0}
7,27937,"{20.0, 53.0}"
5,18385,{53.0}
15,23443,{20.0}
18,23443,"{3.0, 77.0}"
new component
