50,1105,{19.0}
156,1182,"{42.0, 59.0}"
58,994,{115.0}
22,802,{94.0}
32,846,{27.0}
29,742,{87.0}
75,1280,{90.0}
55,1412,"{90.0, 23.0}"
120,1644,"{139.0, 23.0}"
137,1624,"{137.0, 23.0}"
25,706,{111.0}
139,1163,"{137.0, 115.0}"
54,1412,"{23.0, 111.0}"
59,976,{116.0}
28,802,{96.0}
141,1163,"{137.0, 116.0}"
124,1124,"{96.0, 139.0}"
4,1150,{23.0}
122,1202,"{137.0, 94.0}"
119,1162,"{59.0, 23.0}"
117,917,{137.0}
52,1365,"{27.0, 23.0}"
135,1409,"{59.0, 19.0}"
11,1245,"{23.0, 87.0}"
107,1018,{42.0}
new component
128,2260,"{106.0, 109.0, 138.0}"
126,1112,{138.0}
36,1753,"{106.0, 109.0}"
new component
73,1320,{123.0}
105,1293,{129.0}
104,1920,"{129.0, 123.0}"
new component
