139,1530,{36.0}
140,2781,"{72.0, 36.0, 71.0}"
148,3579,"{72.0, 36.0, 45.0, 71.0}"
134,2664,{71.0}
131,3072,"{90.0, 29.0, 85.0, 45.0}"
127,2868,"{29.0, 85.0}"
89,6190,"{34.0, 36.0, 71.0, 45.0, 85.0, 90.0, 29.0}"
88,6769,"{34.0, 36.0, 71.0, 72.0, 45.0, 85.0, 90.0, 29.0}"
new component
