Total_Cost_Values
12392,4341,12231,9426,18385,19458,27937,32707,32707,32695,27428,23315,27937,32707,23443,23443,23453,23443,27937,42055,46837,32719,33060,15588,15382,15794,9720,15050,19015,6441,1784,1785,1851,1771,1799,1799,1799,1771,1771,1799,12609,23432,27417,25195,35191,47342,38382,38287,25899,25899,38597,25875,38619,38575,25899,13506,8908,11883,20585,22411,36757,31975,31975,31975,37719,15118,9214,11946,14803,11615,14263,18248,14803,8967,11615,14803,11689,9613,14776,18675,31246,26768,30861,19755,11554,7611,6810,6769,6190,28704,45191,54569,63467,73031,82520,92084,109940,120301,130662,151384,140674,151832,162990,162990,162990,186238,198990,43165,54298,59907,42476,48852,32367,9849,15892,27510,48523,55639,96962,14003,1949,2792,2603,2460,2460,2256,2868,2868,2868,2868,3072,3072,2460,2664,2703,1853,1649,1069,1530,2781,1702,959,27708,1981,2520,23067,173083,3579
