1,762.0,"{1.0, 12.0, 69.0, 76.0}"
2,1346.0,"{1.0, 69.0, 22.0, 89.0, 12.0}"
3,1750.0,"{1.0, 69.0, 21.0, 89.0, 12.0}"
4,1150.0,{14.0}
9,1510.0,"{14.0, 87.0}"
11,1245.0,"{85.0, 14.0}"
12,1245.0,"{86.0, 14.0}"
13,754.0,"{1.0, 12.0, 69.0, 78.0}"
14,706.0,"{1.0, 19.0, 12.0, 69.0}"
15,754.0,"{1.0, 59.0, 12.0, 69.0}"
17,754.0,{85.0}
19,754.0,"{48.0, 1.0, 12.0, 69.0}"
25,706.0,{111.0}
28,802.0,{95.0}
29,742.0,{86.0}
30,754.0,{87.0}
31,750.0,"{1.0, 12.0, 69.0, 33.0}"
32,846.0,{27.0}
33,1103.0,"{0.0, 97.0, 2.0, 96.0, 56.0}"
34,2312.0,"{0.0, 96.0, 2.0, 100.0, 6.0, 107.0, 108.0, 56.0}"
36,1753.0,"{106.0, 109.0}"
37,1492.0,"{64.0, 66.0, 67.0, 69.0, 72.0, 73.0, 74.0, 60.0}"
38,1552.0,"{0.0, 50.0, 56.0, 110.0}"
39,2004.0,"{32.0, 1.0, 98.0, 101.0, 69.0, 26.0, 11.0}"
41,2236.0,"{1.0, 98.0, 101.0, 69.0, 10.0, 11.0, 15.0, 82.0, 26.0, 92.0}"
43,2106.0,"{1.0, 98.0, 26.0, 101.0, 69.0, 10.0, 11.0, 15.0, 58.0, 92.0}"
46,1556.0,"{1.0, 98.0, 101.0, 69.0, 11.0, 26.0, 92.0, 30.0}"
48,1540.0,"{1.0, 98.0, 101.0, 69.0, 11.0, 26.0, 92.0, 29.0}"
49,1556.0,"{1.0, 98.0, 101.0, 69.0, 11.0, 28.0, 26.0, 92.0}"
50,1105.0,{16.0}
52,1365.0,"{27.0, 14.0}"
54,1412.0,"{14.0, 111.0}"
55,1412.0,"{90.0, 14.0}"
59,976.0,{115.0}
60,1006.0,"{0.0, 2.0, 99.0, 98.0, 69.0, 100.0}"
62,1094.0,"{1.0, 98.0, 69.0, 24.0, 11.0, 93.0}"
64,1901.0,"{1.0, 98.0, 69.0, 11.0, 113.0, 116.0, 118.0, 119.0}"
70,1831.0,"{1.0, 98.0, 69.0, 11.0, 13.0, 80.0, 116.0, 94.0}"
71,1588.0,"{1.0, 98.0, 69.0, 11.0, 13.0, 83.0, 116.0, 94.0}"
73,1320.0,{122.0}
