113,32367,{79.0}
67,9214,{82.0}
111,42476,"{16.0, 17.0, 79.0}"
68,11946,"{16.0, 82.0}"
112,48852,"{16.0, 17.0, 82.0, 79.0}"
69,14803,"{16.0, 17.0}"
new component
15,23443,{20.0}
18,23443,"{3.0, 86.0}"
19,27937,"{20.0, 86.0}"
30,6441,{86.0}
6,19458,{3.0}
new component
