140,2781,"{91.0, 92.0, 79.0}"
88,6769,"{37.0, 27.0, 74.0, 11.0, 76.0, 79.0, 92.0, 91.0, 60.0}"
139,1530,{79.0}
127,2868,"{27.0, 74.0, 11.0}"
89,6190,"{37.0, 74.0, 11.0, 76.0, 91.0, 79.0, 27.0, 60.0}"
131,3072,"{74.0, 11.0, 60.0, 37.0}"
148,3579,"{91.0, 92.0, 60.0, 79.0}"
134,2664,{91.0}
new component
