1,4341,"{40.0, 41.0, 48.0, 66.0, 67.0, 70.0, 71.0}"
2,12392,"{59.0, 81.0, 82.0, 83.0}"
3,18385,"{19.0, 20.0, 59.0, 83.0, 89.0}"
4,19458,"{19.0, 59.0, 83.0, 89.0}"
5,27937,"{19.0, 59.0, 64.0, 65.0, 83.0, 89.0}"
6,32707,"{19.0, 39.0, 59.0, 64.0, 83.0, 89.0}"
7,32707,"{16.0, 19.0, 59.0, 64.0, 83.0, 89.0}"
8,32695,"{19.0, 59.0, 64.0, 65.0, 83.0, 89.0}"
9,27428,"{19.0, 59.0, 81.0, 83.0, 89.0}"
10,23315,"{19.0, 59.0, 83.0, 85.0, 89.0}"
11,27937,"{12.0, 19.0, 59.0, 73.0, 83.0, 89.0}"
12,32707,"{19.0, 59.0, 73.0, 83.0, 89.0, 93.0}"
13,23443,"{12.0, 19.0, 59.0, 83.0, 89.0}"
14,23443,"{19.0, 59.0, 83.0, 88.0, 89.0}"
15,23453,"{17.0, 19.0, 59.0, 84.0, 89.0}"
16,23443,"{19.0, 20.0, 59.0, 84.0, 89.0}"
17,27937,"{19.0, 59.0, 84.0, 86.0, 89.0}"
18,42055,"{19.0, 39.0, 59.0, 84.0, 86.0, 89.0}"
19,46837,"{16.0, 19.0, 59.0, 84.0, 86.0, 89.0}"
20,32719,"{19.0, 20.0, 59.0, 84.0, 89.0}"
21,33060,"{18.0, 19.0, 53.0, 59.0, 84.0, 89.0}"
22,12231,"{59.0, 83.0, 87.0, 88.0}"
23,15588,"{59.0, 84.0, 85.0, 87.0}"
24,15382,"{59.0, 84.0, 85.0, 87.0}"
25,15794,"{59.0, 84.0, 85.0, 87.0}"
26,9720,"{59.0, 81.0, 84.0}"
27,9426,"{59.0, 62.0, 83.0}"
28,15050,"{25.0, 26.0, 59.0, 84.0, 88.0}"
29,19015,"{25.0, 26.0, 59.0, 84.0, 88.0}"
30,6441,"{53.0, 59.0, 84.0, 85.0}"
31,1784,"{40.0, 42.0, 48.0}"
32,1785,"{21.0, 40.0, 48.0}"
33,1851,"{38.0, 40.0, 48.0}"
34,1771,"{33.0, 40.0, 48.0}"
35,1799,"{31.0, 40.0, 48.0}"
36,1799,"{30.0, 40.0, 48.0}"
37,1799,"{22.0, 40.0, 48.0}"
