67,9214,{92.0}
113,32367,{88.0}
111,42476,"{88.0, 20.0, 21.0}"
112,48852,"{88.0, 20.0, 21.0, 92.0}"
69,14803,"{20.0, 21.0}"
68,11946,"{92.0, 21.0}"
new component
7,27937,"{53.0, 22.0}"
6,19458,"{4.0, 53.0}"
5,18385,{53.0}
18,23443,"{82.0, 4.0}"
30,6441,{82.0}
15,23443,{22.0}
19,27937,"{82.0, 22.0}"
new component
