140,2781,{51.0}
131,3072,"{17.0, 18.0, 47.0}"
68,11946,"{51.0, 28.0}"
127,2868,"{48.0, 47.0}"
88,6769,"{10.0, 47.0, 48.0, 17.0, 18.0, 51.0}"
89,6190,"{10.0, 47.0, 48.0, 17.0, 18.0}"
67,9214,{28.0}
new component
