29,742,{23.0}
11,1245,"{158.0, 23.0}"
6,1436,"{158.0, 15.0}"
128,2260,"{12.0, 87.0, 14.0, 7.0}"
4,1150,{158.0}
126,1112,{87.0}
75,1280,"{12.0, 15.0}"
36,1753,"{14.0, 7.0}"
new component
93,3922,"{76.0, 69.0}"
79,3177,{76.0}
92,3580,{69.0}
new component
